stock,date,calendar_rows,db_rows,db_open_rows,db_high_rows,db_low_rows,db_close_rows,db_volume_rows,db_amount_rows,adj_rows,has_limit_row,prev_close,up_limit,down_limit,qlib_open_non_null,qlib_high_non_null,qlib_low_non_null,qlib_close_non_null,qlib_volume_non_null,qlib_amount_non_null,qlib_factor_non_null,qlib_limit_up_non_null,qlib_limit_down_non_null,qlib_prev_close_non_null,qlib_up_limit_price_non_null,qlib_down_limit_price_non_null,patch_required_fields,verify_required_fields,patchable_candidate
001388.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,47.18,51.9,42.46,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001389.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,59.26,65.19,53.33,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001389.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,65.19,71.71,58.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001389.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,66.18,72.8,59.56,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,22.7,24.97,20.43,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,24.97,27.47,22.47,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,24.16,26.58,21.74,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,24.74,27.21,22.27,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,24.36,26.8,21.92,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001390.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,24.2,26.62,21.78,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001395.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,48.25,53.08,43.43,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001395.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,48.95,53.85,44.06,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001395.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,49.24,54.16,44.32,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001395.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,48.86,53.75,43.97,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001395.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,48.55,53.41,43.7,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,57.75,63.53,51.98,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,58.8,64.68,52.92,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,58.53,64.38,52.68,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,58.5,64.35,52.65,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,58.68,64.55,52.81,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001400.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,58.91,64.8,53.02,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,20.2,22.22,18.18,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,20.25,22.28,18.23,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,20.43,22.47,18.39,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,20.44,22.48,18.4,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,20.4,22.44,18.36,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001872.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,20.45,22.5,18.41,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,8.96,9.86,8.06,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,8.97,9.87,8.07,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,8.98,9.88,8.08,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,9.25,10.18,8.33,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,9.17,10.09,8.25,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,9.03,9.93,8.13,240,240,240,240,240,240,240,240,240,240,240,240,,,False
001979.SZ,2025-07-16,240,240,240,240,240,240,240,240,1,True,8.93,9.82,8.04,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002004.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,4.26,4.69,3.83,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002004.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,4.33,4.76,3.9,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002006.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,15.8,17.38,14.22,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002006.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,16.08,17.69,14.47,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002006.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,15.99,17.59,14.39,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002006.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,15.97,17.57,14.37,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002007.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,15.82,17.4,14.24,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002011.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,11.85,13.04,10.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002011.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,11.85,13.04,10.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002011.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,11.71,12.88,10.54,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002011.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,11.65,12.82,10.49,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002011.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,11.63,12.79,10.47,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,14.39,15.83,12.95,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,14.1,15.51,12.69,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,13.53,14.88,12.18,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,12.88,14.17,11.59,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,13.01,14.31,11.71,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002015.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,13.06,14.37,11.75,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002016.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,5.58,6.14,5.02,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002016.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,5.68,6.25,5.11,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002016.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,5.66,6.23,5.09,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002017.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,17.0,18.7,15.3,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002017.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,17.73,19.5,15.96,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002017.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,17.7,19.47,15.93,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002017.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,16.47,18.12,14.82,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002017.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,16.94,18.63,15.25,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002019.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,13.74,15.11,12.37,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002019.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,14.33,15.76,12.9,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002021.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,2.34,2.57,2.11,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,6.32,6.95,5.69,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,6.42,7.06,5.78,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,6.4,7.04,5.76,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,6.48,7.13,5.83,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,6.47,7.12,5.82,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002022.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,6.6,7.26,5.94,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,1.95,2.05,1.85,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,1.94,2.04,1.84,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,1.94,2.04,1.84,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,1.95,2.05,1.85,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,1.97,2.07,1.87,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002024.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,1.96,2.06,1.86,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002033.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,8.79,9.67,7.91,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002033.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,8.79,9.67,7.91,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,17.28,19.01,15.55,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,17.31,19.04,15.58,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,17.2,18.92,15.48,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,17.05,18.76,15.35,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,17.17,18.89,15.45,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,17.34,19.07,15.61,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002034.SZ,2025-07-16,240,240,240,240,240,240,240,240,1,True,17.16,18.88,15.44,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002045.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,15.51,17.06,13.96,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002045.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,15.69,17.26,14.12,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002045.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,15.57,17.13,14.01,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002045.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,15.45,17.0,13.91,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002049.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,64.24,70.66,57.82,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002049.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,65.5,72.05,58.95,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002049.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,65.19,71.71,58.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002049.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,65.82,72.4,59.24,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,8.53,9.38,7.68,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,8.56,9.42,7.7,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,8.4,9.24,7.56,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,8.48,9.33,7.63,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,8.58,9.44,7.72,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,8.55,9.41,7.7,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002051.SZ,2025-07-16,240,240,240,240,240,240,240,240,1,True,8.46,9.31,7.61,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002052.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,12.42,13.66,11.18,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002052.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,12.4,13.64,11.16,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002052.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,12.69,13.96,11.42,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002053.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,11.05,12.16,9.95,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002053.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,10.99,12.09,9.89,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002053.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,10.9,11.99,9.81,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002053.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,10.92,12.01,9.83,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002053.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,10.96,12.06,9.86,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002058.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,13.44,14.11,12.77,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002058.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,13.45,14.12,12.78,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002058.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,13.45,14.12,12.78,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002059.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,5.19,5.71,4.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002059.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,5.24,5.76,4.72,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002059.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,5.25,5.78,4.73,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002059.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,5.26,5.79,4.73,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002059.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,5.25,5.78,4.73,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002061.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,4.04,4.44,3.64,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002061.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,4.05,4.46,3.65,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002061.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,4.09,4.5,3.68,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002061.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,4.12,4.53,3.71,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002061.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,4.08,4.49,3.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002062.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,4.75,5.23,4.28,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002064.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,6.68,7.35,6.01,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002064.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,6.74,7.41,6.07,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002064.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,6.71,7.38,6.04,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002069.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,3.95,4.35,3.56,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002069.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,4.0,4.4,3.6,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002069.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,3.96,4.36,3.56,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002069.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,3.97,4.37,3.57,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002074.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,30.43,33.47,27.39,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002085.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,15.82,17.4,14.24,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002085.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,15.94,17.53,14.35,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002085.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,15.83,17.41,14.25,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002088.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,10.77,11.85,9.69,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002088.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,10.86,11.95,9.77,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002088.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,10.94,12.03,9.85,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002090.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,10.29,11.32,9.26,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002090.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,10.28,11.31,9.25,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002090.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,10.29,11.32,9.26,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002090.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,10.24,11.26,9.22,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002097.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,7.96,8.76,7.16,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002097.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,8.0,8.8,7.2,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002098.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,9.96,10.96,8.96,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002098.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,9.92,10.91,8.93,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002098.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,9.8,10.78,8.82,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002098.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,9.62,10.58,8.66,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002098.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,9.57,10.53,8.61,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002103.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,10.75,11.83,9.68,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002103.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,10.8,11.88,9.72,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,3.86,4.25,3.47,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,3.99,4.39,3.59,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,3.94,4.33,3.55,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,4.08,4.49,3.67,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,4.05,4.46,3.65,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002110.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,4.14,4.55,3.73,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002112.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,13.44,14.78,12.1,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002112.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,14.12,15.53,12.71,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002114.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,6.99,7.69,6.29,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002114.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,7.28,8.01,6.55,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002114.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,7.08,7.79,6.37,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002115.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,8.66,9.53,7.79,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002121.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,5.08,5.59,4.57,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002121.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,5.17,5.69,4.65,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,14.39,15.83,12.95,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,14.56,16.02,13.1,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,14.37,15.81,12.93,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,14.31,15.74,12.88,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,14.46,15.91,13.01,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,14.28,15.71,12.85,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002123.SZ,2025-07-16,240,240,240,240,240,240,240,240,1,True,14.4,15.84,12.96,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002124.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,2.99,3.29,2.69,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002124.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,2.99,3.29,2.69,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002128.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,19.94,21.93,17.95,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002128.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,19.92,21.91,17.93,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,7.82,8.6,7.04,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,8.23,9.05,7.41,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-10,240,240,240,240,240,240,240,240,1,True,8.17,8.99,7.35,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-11,240,240,240,240,240,240,240,240,1,True,8.4,9.24,7.56,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-14,240,240,240,240,240,240,240,240,1,True,8.34,9.17,7.51,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002129.SZ,2025-07-15,240,240,240,240,240,240,240,240,1,True,8.35,9.19,7.52,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002136.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,10.67,11.74,9.6,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002137.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,8.71,9.58,7.84,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002141.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,4.15,4.57,3.74,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002141.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,4.44,4.88,4.0,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002142.SZ,2025-07-08,240,240,240,240,240,240,240,240,1,True,28.2,31.02,25.38,240,240,240,240,240,240,240,240,240,240,240,240,,,False
002142.SZ,2025-07-09,240,240,240,240,240,240,240,240,1,True,28.07,30.88,25.26,240,240,240,240,240,240,240,240,240,240,240,240,,,False
